0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.056882248984709172e-01 1.807633690105352020e+00 -1.752653388587790406e-01 -8.056882248984706951e-01 1.807633690105352020e+00 -1.752653388587790406e-01 8.056882248984709172e-01 6.642308261994389618e-02 -1.916475946344187165e+00 -8.056882248984706951e-01 6.642308261994389618e-02 -1.916475946344187165e+00
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
-1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01 -1.229505059951740975e-01 7.706261694937971418e-01 -8.451509989343285456e-01 1.229505059951743196e-01 7.706261694937971418e-01 -8.451509989343285456e-01
